en,zh,k_en,k_zh,k_min,cos_BGE-EN-large_vs_BGE-ZH-large,cos_BGE-M3-EN_vs_BGE-M3-ZH
sub-purchaser,轉購人,5,4,4,0.0206,0.635
of public interest,公眾所關注,8,5,5,0.0206,0.7447
abstain,放棄表決,8,4,4,0.0207,0.5691
breach,違反,8,8,8,0.0207,0.7471
interrogate,質詢,3,8,3,0.0207,0.6271
co-partnership,共同合夥,2,8,2,0.0207,0.5651
incorporation,法團註冊證書,8,3,3,0.0207,0.5097
teller,自動櫃員機,5,5,5,0.0207,0.7665
decree,離婚判令,8,8,8,0.0208,0.585
oversee,監督,8,8,8,0.0208,0.4879
entail,引起,6,8,6,0.0208,0.664
increase,增加額,8,8,8,0.0208,0.6675
negligent,嚴重疏忽,8,8,8,0.0208,0.6676
reasonably,合理地相信,8,8,8,0.0208,0.6408
fullest,盡可能,8,8,8,0.0208,0.7023
provident,強制性公積金計劃,8,8,8,0.0208,0.6831
pastiche,模仿,4,8,4,0.0208,0.6532
stamp,印花,8,8,8,0.0209,0.6331
deduction,扣除,8,8,8,0.0209,0.5547
egress,出入,8,8,8,0.0209,0.7276
gold,金錠,8,8,8,0.0209,0.7021
systemic,系統重要性,8,8,8,0.0209,0.6995
caricature,營造滑稽,4,4,4,0.0209,0.6662
half blood,半血親,8,8,8,0.021,0.585
lien,海上留置權,8,2,2,0.021,0.5767
prevailing,主要,8,8,8,0.021,0.5899
office-holder,有關人員,8,8,8,0.021,0.6177
insider,內幕交易,8,8,8,0.021,0.7323
Sciences,中國科學院,8,3,3,0.021,0.6208
spot,即期,8,6,6,0.0211,0.6604
succeed,勝訴,8,8,8,0.0211,0.6174
concurrence,同意,8,8,8,0.0211,0.611
appropriation,撥付,8,8,8,0.0212,0.6299
in arrears; in arrear,拖欠,8,8,8,0.0212,0.5264
wardship,監護,5,8,5,0.0212,0.5835
compound,了結,8,8,8,0.0212,0.6801
infirmity,衰弱,8,8,8,0.0212,0.5634
inherently,本身,5,8,5,0.0212,0.5697
not exceeding,不超過,8,8,8,0.0212,0.8236
sub-delegation,再轉委,7,4,4,0.0212,0.5849
threat,威脅,8,8,8,0.0212,0.8185
unlikely,相當可能不會,8,8,8,0.0212,0.6318
counterpart,對應本,8,8,8,0.0213,0.7211
parte,一方,8,8,8,0.0213,0.6475
priority,優先權,8,8,8,0.0213,0.7667
figure,百分率數字,8,4,4,0.0213,0.5999
intervention,干預,8,8,8,0.0213,0.6403
printer,承印人,8,8,8,0.0213,0.7954
unascertained,未經確定的申索人,8,4,4,0.0213,0.608
best,最佳,8,8,8,0.0214,0.6654
chambers,內庭,8,8,8,0.0214,0.6883
Judicial Clerk,司法書記,8,8,8,0.0214,0.6586
justice,公正,8,8,8,0.0214,0.6822
drawback,退稅,2,5,2,0.0214,0.6188
volume,案卷,8,8,8,0.0214,0.6351
group of companies,公司集團,8,8,8,0.0215,0.765
equipment,《國際散裝運輸液化氣體船舶構造和設備規則》,8,4,4,0.0215,0.5687
harm,身體嚴重傷害,8,4,4,0.0215,0.769
particulars,申索詳情,8,8,8,0.0215,0.4843
reproduce,重現,8,8,8,0.0215,0.6766
specifically,特別拒認,8,4,4,0.0215,0.5574
whole,整體地,8,8,8,0.0215,0.6548
accommodate,容許使用,8,8,8,0.0215,0.7049
conventional,常規,8,8,8,0.0216,0.6427
unsound mind,精神不健全,8,8,8,0.0216,0.713
easily,容易到達,8,8,8,0.0216,0.6972
initiate,提起法律程序,8,8,8,0.0216,0.6613
injured,受傷害者,8,4,4,0.0216,0.7069
unsound,精神不健全,8,8,8,0.0216,0.7057
to the best of,盡宣誓人所能,8,8,8,0.0216,0.6388
bearing,盾徽,8,3,3,0.0216,0.5004
unsoundness,精神不健全,4,8,4,0.0216,0.6061
Private Sector Participation Scheme,私人機構參建居屋計劃,8,8,8,0.0216,0.7832
approve,批准,8,8,8,0.0217,0.6317
ashes,骨灰,8,8,8,0.0217,0.7533
make good,修復,8,8,8,0.0217,0.7436
tenor,要旨,8,8,8,0.0217,0.5012
differ,在要項上有所分別,8,8,8,0.0217,0.6495
phase,未落成期數,8,7,7,0.0217,0.6189
parcel,地段,8,8,8,0.0218,0.7503
airspace,上空,8,8,8,0.0218,0.6541
accidentally,意外污損,8,8,8,0.0218,0.8377
accrued,累算權益,8,8,8,0.0218,0.7017
likewise,同樣地,8,8,8,0.0218,0.6072
market town,墟鎮,8,8,8,0.0218,0.6623
non-listed,非上市公司,2,8,2,0.0218,0.6348
identifying,鑑別資料,8,3,3,0.0219,0.6192
validly,有效地,8,8,8,0.0219,0.5864
investee,獲投資公司,8,7,7,0.0219,0.6382
uncorroborated,無佐證證據,4,3,3,0.0219,0.6485
concrete,實質,8,8,8,0.022,0.608
observation,觀察,8,8,8,0.022,0.7856
banking,銀行帳持倉,8,4,4,0.022,0.6772
child,兒童,8,8,8,0.0221,0.6207
unliquidated,未算定,8,2,2,0.0221,0.625
whole blood,全血親,8,8,8,0.0221,0.75
adversely,不利,8,8,8,0.0221,0.738
impracticable,不切實可行,8,8,8,0.0221,0.6015
notwithstanding,不論,8,8,8,0.0221,0.6902
summarize,撮述,2,6,2,0.0221,0.6171
unrated,無評級,8,8,8,0.0221,0.6155
labouring,損害防止條款,3,3,3,0.0222,0.4438
disruption,干擾,8,8,8,0.0222,0.6099
severable,可分割,7,8,7,0.0222,0.5164
step parent,繼父母,8,8,8,0.0222,0.6153
barrier,障礙,8,8,8,0.0222,0.5942
legal aid,法律援助,8,8,8,0.0222,0.7761
persist,存活,2,4,2,0.0222,0.6826
professionally,具有專業資格,8,2,2,0.0222,0.5704
reassignment,再轉讓,4,8,4,0.0222,0.7318
required,規定技能,8,6,6,0.0222,0.6352
sergeant,警長,8,8,8,0.0222,0.7559
superior,高級法院,8,8,8,0.0222,0.6212
repayment,付還,8,8,8,0.0223,0.7725
state,國家,8,8,8,0.0223,0.7115
instantaneously,瞬時,3,6,3,0.0223,0.7321
non-established,非設定職位,8,8,8,0.0223,0.6571
untrue,失實,8,8,8,0.0223,0.7416
version,版本,8,8,8,0.0223,0.7518
counterfoil,存根,7,8,7,0.0223,0.5938
annul,作廢,8,8,8,0.0224,0.5543
premises,處所,8,8,8,0.0224,0.7132
projection,估計,8,8,8,0.0224,0.6642
rescind,廢除,8,8,8,0.0224,0.6704
Presenting Officer,提控官,8,8,8,0.0224,0.766
relation,外交關係,8,4,4,0.0224,0.6252
appointed,指定日期,8,8,8,0.0224,0.6629
drainage,排出物,8,8,8,0.0224,0.6655
insufficient,沒有足夠證據,8,6,6,0.0224,0.516
collateral,從屬,8,8,8,0.0225,0.6426
proposal,建議,8,8,8,0.0225,0.6103
inter-governmental,政府間組織,3,4,3,0.0225,0.715
borrowing,未清償債項,8,3,3,0.0225,0.5481
donation,募捐,8,3,3,0.0225,0.6437
urban,市區,8,8,8,0.0225,0.6942
European Patent Office,歐洲專利局,4,4,4,0.0226,0.7358
capital,本金,8,8,8,0.0226,0.6445
complainant,事主,8,8,8,0.0226,0.7436
changer,貨幣兌換商,8,8,8,0.0226,0.8245
Hong Kong domiciled scheme,以香港為本籍的計劃,2,2,2,0.0226,0.6981
known,最後為人所知,8,8,8,0.0226,0.7366
legatee,受遺贈人,3,2,2,0.0226,0.5468
bespeak,表明,8,8,8,0.0227,0.6815
disburse,墊付,3,8,3,0.0227,0.6087
grantee,受款人,8,8,8,0.0227,0.6811
Executive Director,執行董事,8,8,8,0.0227,0.675
closely,有密切聯繫,8,8,8,0.0227,0.5192
government bond,政府債券,8,8,8,0.0227,0.7774
immigrant,入境者,3,6,3,0.0227,0.6286
set off,抵銷,8,8,8,0.0227,0.7133
noise,消減噪音通知書,8,5,5,0.0227,0.5951
share capital,股本,8,8,8,0.0227,0.6988
divulge,泄漏,8,8,8,0.0228,0.6423
insider dealing,內幕交易,8,8,8,0.0228,0.7528
violation,性侵犯,4,2,2,0.0228,0.702
Master,聆案官,8,8,8,0.0228,0.555
documentary,文件,8,8,8,0.0229,0.5521
equitable,公平,8,8,8,0.0229,0.7185
expedient,有利,8,8,8,0.0229,0.6515
indorsement,加簽,8,8,8,0.0229,0.6681
announcement,公告,8,8,8,0.0229,0.6023
citable,可引述,5,5,5,0.0229,0.6343
good faith,真誠,8,8,8,0.0229,0.6562
revert,復歸予,8,8,8,0.0229,0.5732
trap,受困,8,2,2,0.0229,0.4631
against,不利於,8,8,8,0.023,0.6856
description,說明,8,8,8,0.023,0.6785
document,以疊計的文件,8,4,4,0.023,0.6292
gazette,刊登於憲報,8,8,8,0.023,0.7578
liquidated,定額,8,8,8,0.023,0.6869
necessary,必要,8,8,8,0.023,0.7942
prescribed,訂明,8,8,8,0.023,0.8012
kit fat,髮妻,6,3,3,0.023,0.4804
re-establish,重新設立,3,3,3,0.023,0.6661
wording,字眼,8,8,8,0.023,0.7486
unconsolidated,非綜合基礎,8,8,8,0.023,0.6327
posting,郵遞證明書,8,8,8,0.023,0.6194
de facto,事實上,2,8,2,0.0231,0.612
liquidator,清盤人,8,8,8,0.0231,0.6816
reconstruction,重整,8,8,8,0.0231,0.7073
negotiable,可流轉,8,8,8,0.0231,0.6832
vouchers,付款憑單,8,8,8,0.0231,0.5961
bank,銀行,8,8,8,0.0232,0.7645
concur,共同,8,8,8,0.0232,0.7181
counsel,大律師,8,8,8,0.0232,0.6906
propose,建議,8,8,8,0.0232,0.5947
ending,完結,8,8,8,0.0232,0.6851
penal,刑罰方面,7,2,2,0.0233,0.5836
reasonably foreseeable,可合理預見,8,8,8,0.0233,0.7048
in common,分權擁有人,8,2,2,0.0233,0.7422
material particular,要項,8,8,8,0.0233,0.5337
covenantee,契諾受益人,4,4,4,0.0234,0.519
expenditure,開支,8,8,8,0.0234,0.6787
expert,專家,8,8,8,0.0234,0.7685
refute,否認,4,8,4,0.0234,0.6145
qualifying credit rating,合資格信貸評級,4,4,4,0.0234,0.7976
relinquish,放棄,5,8,5,0.0234,0.6292
environmentally,合乎環境無害化的方式,8,2,2,0.0234,0.5675
customs duty,關稅,2,8,2,0.0235,0.7297
aware,察覺,8,8,8,0.0235,0.6534
redeemable,可贖回,8,8,8,0.0235,0.6273
notary public,公證人,8,8,8,0.0236,0.7192
advisability,可取性,2,2,2,0.0236,0.5527
apply,停止適用於,8,8,8,0.0236,0.752
belongings,個人物品,8,3,3,0.0236,0.6881
deceive,意圖欺騙,8,8,8,0.0236,0.7597
heading,標題,8,8,8,0.0236,0.7922
personality,法人資格,8,7,7,0.0236,0.7155
widower,鰥夫,8,8,8,0.0236,0.6929
waiver,免除,8,8,8,0.0237,0.7217
designate,指定,8,8,8,0.0237,0.7451
gazetted,憲委級人員,8,3,3,0.0237,0.5138
Hong Kong Police Reserve,香港後備警察,3,2,2,0.0237,0.6966
restatement,重新呈述,2,2,2,0.0237,0.7765
devoid of,欠缺,2,8,2,0.0238,0.6044
environmental,環境許可證,8,8,8,0.0238,0.7051
uncovered,不受信用保障涵蓋部分,8,8,8,0.0238,0.5421
extortionate,敲詐性,2,2,2,0.0239,0.7742
certificate,證明書,8,8,8,0.0239,0.7938
Ordinary Assessment Board,普通評估委員會,8,8,8,0.0239,0.6676
variation,更改,8,8,8,0.0239,0.591
note-issuing bank,發鈔銀行,8,8,8,0.0239,0.7604
contiguous,鄰近,8,8,8,0.0239,0.6782
Sandwich Class Housing Scheme,夾心階層住屋計劃,4,4,4,0.0239,0.725
lapse,時效消失,8,8,8,0.024,0.5793
break,使用武力進入,8,8,8,0.024,0.6684
entertain,受理,8,8,8,0.024,0.5613
evidencing,證明,8,8,8,0.024,0.6216
from time to time,不時,8,8,8,0.024,0.7705
mainly,完全或主要,8,8,8,0.024,0.6992
expenses,費用,8,8,8,0.0241,0.676
falsehood,虛假,2,8,2,0.0241,0.7148
relationship,親屬關係,8,6,6,0.0241,0.5558
accommodation,住屋,8,6,6,0.0241,0.5469
Exchange Fund,外匯基金,8,8,8,0.0241,0.7771
president,法庭主審人,8,2,2,0.0241,0.6258
tank,集存艙,8,3,3,0.0241,0.6333
teaching,講授,8,3,3,0.0241,0.6782
indebtedness,債項,8,8,8,0.0242,0.7593
non-refoulement protection,免遣返保護,3,3,3,0.0242,0.6667
remedial,補救,8,8,8,0.0242,0.7374
identification document,身分證明文件,8,8,8,0.0242,0.771
as appropriate,視何者適用而定,8,8,8,0.0242,0.6955
bad faith,不真誠,8,8,8,0.0242,0.7596
rendering,給付,8,6,6,0.0242,0.6434
infected,受感染的人,8,2,2,0.0243,0.7052
approving,批准當局,8,8,8,0.0243,0.5985
estimation,估算,8,8,8,0.0243,0.6321
harmony,和諧,3,4,3,0.0243,0.7451
in place,設有,8,8,8,0.0243,0.5611
stipulate,訂定,8,8,8,0.0243,0.6627
complement,補充,8,8,8,0.0244,0.5424
flammable,易燃液體,8,8,8,0.0244,0.714
adjudge,被判定破產,8,8,8,0.0245,0.6582
legally,在法律上,8,8,8,0.0245,0.7105
per diem,按日,5,8,5,0.0245,0.6449
arm,基於各自獨立利益,8,8,8,0.0245,0.4883
pendency,待決期間,7,8,7,0.0245,0.667
trustworthy,可靠,2,8,2,0.0245,0.7109
unclaimed,無人申索,8,8,8,0.0245,0.6715
governor,董事會,8,8,8,0.0245,0.4877
with respect to,適用於,8,8,8,0.0245,0.6216
on its own initiative,主動,8,8,8,0.0245,0.5804
Estate Agents Authority,地產代理監管局,7,7,7,0.0245,0.7552
self-employed person,自僱人士,8,8,8,0.0246,0.6147
earth,地球站,8,8,8,0.0246,0.7792
fieri facias,財物扣押,8,8,8,0.0246,0.5629
visitation,視察,3,8,3,0.0246,0.6676
fund,基金,8,8,8,0.0247,0.7082
inland lot,內地段,8,8,8,0.0247,0.6602
gas,《惰性氣體系統指南》,8,3,3,0.0247,0.6553
honestly,誠實地相信,8,8,8,0.0247,0.6787
step-child,繼子女,8,8,8,0.0247,0.6374
step-parent,繼父母,8,8,8,0.0247,0.7374
pertinent,相關資料,8,8,8,0.0247,0.7211
in bad faith,不真誠地,5,5,5,0.0247,0.4518
ignore,不理會,2,8,2,0.0247,0.6438
District Committee,地區委員會界別,8,8,8,0.0247,0.7743
proxy,投票代表,8,8,8,0.0248,0.7516
articled clerk,見習律師,2,2,2,0.0248,0.4084
federation,聯會,8,8,8,0.0248,0.6681
gathering,聚集,8,8,8,0.0248,0.7265
superintend,監督,4,8,4,0.0248,0.6009
select committee,專責委員會,3,8,3,0.0248,0.7318
discrepancy,不相符之處,8,4,4,0.0249,0.6133
courtroom,法庭,6,8,6,0.0249,0.692
triable,可循公訴程序審訊,8,8,8,0.0249,0.7019
with due care,以應有的謹慎,2,3,2,0.0249,0.6215
tertiary,專上學院,8,8,8,0.0249,0.6178
advice,意見,8,8,8,0.025,0.732
procedural,程序上,8,8,8,0.025,0.713
alive,在生,8,8,8,0.025,0.5848
in office,前任人,8,8,8,0.025,0.6647
lot,地段,8,8,8,0.025,0.6488
curtilage,範圍,8,8,8,0.0251,0.5541
retailer,零售商牌照,8,8,8,0.0251,0.6328
orally,口頭上,8,2,2,0.0252,0.7038
want of,欠缺,8,8,8,0.0252,0.6675
receiving order,接管令,3,5,3,0.0252,0.6926
post,領館,8,8,8,0.0252,0.5452
certify,核證為正確,8,8,8,0.0252,0.6946
mandamus,履行責任令,8,2,2,0.0252,0.5685
quarterly,季度報告,8,8,8,0.0252,0.588
execution,簽立,8,8,8,0.0253,0.715
representative,代理人,8,8,8,0.0253,0.5079
questionable,有問題,4,8,4,0.0253,0.4765
examined,經審核副本,8,2,2,0.0253,0.6466
impersonation,冒充別人,5,4,4,0.0254,0.7034
knowledge,知悉,8,8,8,0.0254,0.6023
ill-treat,惡待,3,2,2,0.0254,0.746
mature,到期,3,8,3,0.0254,0.5909
presume,不可推翻地推定為,8,5,5,0.0254,0.6195
detrimentally,嚴重影響,4,8,4,0.0254,0.601
tortious act,侵權行為,2,8,2,0.0255,0.6672
purport,其意是,8,8,8,0.0255,0.598
appointee,獲委任的人,3,8,3,0.0255,0.7212
beneficially,有實益權,8,8,8,0.0255,0.693
damaging,具損害性的披露,8,5,5,0.0255,0.568
agree,同意,8,8,8,0.0256,0.6502
unrepresented,無律師代表,7,8,7,0.0256,0.6533
agreed,同意的事實,8,5,5,0.0256,0.5359
celebration,舉行婚禮,8,8,8,0.0256,0.7422
Chief Inspector,總督察,8,8,8,0.0256,0.7611
provoke,激使,4,2,2,0.0256,0.7475
severally,各別,8,8,8,0.0256,0.657
codicil,遺囑修訂附件,8,5,5,0.0257,0.5769
mentally,精神上,8,8,8,0.0257,0.6797
aerial,鳥瞰照片,8,5,5,0.0257,0.6069
demarcation,劃定,2,8,2,0.0257,0.6631
dissolve,解散,8,8,8,0.0257,0.6481
employable,可合法受僱,4,4,4,0.0257,0.6721
offshore,離岸計劃,8,4,4,0.0257,0.6922
together,共同行事,8,8,8,0.0257,0.6104
religious,宗教信仰,8,4,4,0.0257,0.6473
suitably,具有適當資格,8,8,8,0.0257,0.7012
associated,有聯繫,8,8,8,0.0258,0.6112
limited,有限,8,8,8,0.0258,0.7751
survivor,尚存者,8,8,8,0.0258,0.7108
recurrent expenditure,經常性開支,6,2,2,0.0258,0.6412
Assistant Presiding Officer,助理投票站主任,6,5,5,0.0258,0.5765
in writing,以書面,8,8,8,0.0258,0.7065
vesting,轉歸,8,8,8,0.0258,0.5109
acquiesce,默許,2,8,2,0.0259,0.5328
receivership,接管,3,8,3,0.0259,0.6999
verbatim,逐字逐句,8,8,8,0.0259,0.6616
delineation,劃定,8,8,8,0.0259,0.6796
reside,通常居住,8,8,8,0.0259,0.662
ecology,環境及生態局局長,8,8,8,0.0259,0.7444
full,充分,8,8,8,0.026,0.5692
terrorist financing,恐怖分子資金籌集,8,8,8,0.026,0.6967
manufactory,製造秘密,2,3,2,0.026,0.672
suppose,假定,3,8,3,0.026,0.6963
college,香港護理學院,8,2,2,0.026,0.5239
prudent,審慎,8,8,8,0.0261,0.6872
descent,世系,8,3,3,0.0261,0.6373
abolition,取消,8,8,8,0.0261,0.5693
affairs,外交,8,8,8,0.0261,0.5346
chair,不作會議主持,8,2,2,0.0261,0.5924
debar,阻止,3,8,3,0.0261,0.6636
incorrect,不正確,8,8,8,0.0261,0.63
text,中文本,8,8,8,0.0261,0.6449
proprietor,經營者,8,8,8,0.0262,0.7459
wayleave,土地通行權,6,5,5,0.0262,0.6691
Universal Postal Union,萬國郵政聯盟,3,3,3,0.0262,0.7203
auctioneer,拍賣人,8,8,8,0.0262,0.7695
decline,拒絕宣誓,8,8,8,0.0262,0.5811
disguise,掩飾,4,8,4,0.0262,0.7145
in purported compliance,以充作遵從,8,8,8,0.0262,0.7167
organize,有組織罪行,8,8,8,0.0262,0.6816
psychological,心理傷害,8,3,3,0.0262,0.6579
conform with,依循,8,8,8,0.0263,0.6502
date,日期,8,8,8,0.0263,0.7825
mixed,兼有,8,8,8,0.0263,0.5952
settle,交收,8,8,8,0.0263,0.6756
attributable,可歸因於,8,8,8,0.0263,0.6643
dishonour,不兌現,8,8,8,0.0264,0.6147
lodge,提交,8,8,8,0.0264,0.6297
inflict,對他人身體加以嚴重傷害,8,2,2,0.0264,0.7015
covered,資產覆蓋債券,8,8,8,0.0264,0.6137
chain,一系列,8,8,8,0.0265,0.578
incorporated,具法團地位,8,8,8,0.0265,0.5689
truth,真實,8,8,8,0.0265,0.6339
chargeable,應徵收,8,8,8,0.0265,0.6722
non-resident,非居港者,8,8,8,0.0265,0.7311
rejection,否決,8,8,8,0.0265,0.6112
truthfully,從實及完整地,8,2,2,0.0265,0.462
attendance,出席,8,8,8,0.0266,0.7429
burden,負擔,8,8,8,0.0266,0.6464
case,個案,8,8,8,0.0266,0.7244
incur,承付,8,8,8,0.0266,0.5494
juror,陪審員,8,8,8,0.0266,0.8081
ordinarily resident in Hong Kong,通常居於香港,8,8,8,0.0266,0.8263
sue,起訴,8,8,8,0.0266,0.7747
undefended,無抗辯,2,2,2,0.0266,0.6764
whatever,不論措詞如何,8,8,8,0.0266,0.6376
onerous,有償,8,8,8,0.0267,0.6277
payee,收款人,8,8,8,0.0267,0.7725
appointor,委任人,8,8,8,0.0267,0.6713
proportionate,相稱,8,8,8,0.0267,0.5779
society,獲豁免社團,8,3,3,0.0267,0.5302
permanent,常任,8,8,8,0.0268,0.6998
relaxation,放寬,8,8,8,0.0268,0.6931
fitness,性能,8,8,8,0.0268,0.6829
landfill,堆填區,8,8,8,0.0268,0.7552
named,被指名者,8,4,4,0.0268,0.6302
necessitate,導致需要,8,7,7,0.0268,0.6891
insanitary,衞生情況欠佳的物業,8,2,2,0.0268,0.4665
delineate,劃定,8,8,8,0.0269,0.7454
messuage,宅院,4,8,4,0.0269,0.7622
International Atomic Energy Agency,國際原子能機構,8,8,8,0.0269,0.8242
firm,律師行,8,8,8,0.0269,0.5518
request,要求,8,8,8,0.027,0.7254
specification,規格,8,8,8,0.027,0.7621
administering,管理當局,8,8,8,0.027,0.6183
unbroken,並無中斷,8,8,8,0.027,0.4544
enduring,持久授權書,8,8,8,0.0271,0.6623
monetize,套現,4,8,4,0.0271,0.6471
rateably,按比例,5,8,5,0.0271,0.6705
reappointment,再度委任,8,8,8,0.0271,0.7923
analogous,類似,8,8,8,0.0272,0.5789
examination,覆問,8,8,8,0.0272,0.6502
process,濫用程序,8,3,3,0.0272,0.5687
Energy Audit Form,能源審核表格,5,5,5,0.0272,0.7998
in so far as,凡,8,8,8,0.0272,0.559
on,主動,8,8,8,0.0272,0.6761
ceiling,上限,8,8,8,0.0273,0.676
underlet,分租,8,8,8,0.0273,0.6309
amplification,補充,7,8,7,0.0274,0.6493
excuse,寬宥,8,8,8,0.0274,0.6981
harmful,損及,8,8,8,0.0274,0.7158
organizer,籌辦人,8,5,5,0.0274,0.6174
findings,調查結果,8,8,8,0.0274,0.6399
justify,提出理由,8,5,5,0.0275,0.6066
valuation,估值,8,8,8,0.0275,0.7137
apportionable,可予分攤,5,2,2,0.0275,0.7066
lighter,鋼駁船,8,2,2,0.0275,0.6112
set out,列出,8,8,8,0.0275,0.8027
hard copy,印本形式,8,8,8,0.0275,0.7823
spraying,噴塗室,8,7,7,0.0275,0.7484
negligent misrepresentation,疏忽的失實陳述,2,2,2,0.0276,0.6594
role,職分,8,8,8,0.0276,0.662
Solicitor General,法律政策專員,2,2,2,0.0276,0.6738
unlisted company,非上市公司,8,8,8,0.0276,0.623
transgenic,《經濟合作與發展組織指引——為轉基因植物指定獨特標識》,3,2,2,0.0276,0.728
armorial,盾徽,3,3,3,0.0276,0.5016
counter-claim,反申索書,8,8,8,0.0276,0.7094
intending,未來董事,8,2,2,0.0276,0.6237
Internet,互聯網,8,8,8,0.0276,0.6633
rehear,再次聆訊,6,5,5,0.0276,0.678
subparagraph,分節,8,8,8,0.0276,0.7895
accordance,按照,8,8,8,0.0277,0.7559
provisions,準備金,8,8,8,0.0277,0.7089
subornation,唆使,3,8,3,0.0277,0.7423
readable,易於閱讀,6,4,4,0.0277,0.551
young,少年人,8,8,8,0.0277,0.6397
lunatic,精神病人,8,8,8,0.0278,0.6531
distribute,分發,8,8,8,0.0278,0.6994
ceremony,宣誓儀式,7,2,2,0.0278,0.6307
natural,天然,8,8,8,0.0279,0.7566
estimated,預計,8,8,8,0.0279,0.5839
lodging,寓所,8,8,8,0.0279,0.7468
repeal,廢除,8,8,8,0.028,0.7489
review,審核,8,8,8,0.028,0.5567
year,年,8,8,8,0.028,0.6469
commentary,評註,8,8,8,0.028,0.7574
perish,毀消,4,8,4,0.028,0.6414
suitability,合適問題,8,5,5,0.028,0.6661
in a lump sum,整筆支付,8,8,8,0.028,0.6104
audience,出庭發言,8,8,8,0.0281,0.7454
wilfully,故意地,8,7,7,0.0281,0.6537
bureau,局,8,8,8,0.0281,0.6995
constable,警員,8,8,8,0.0281,0.7777
offset,抵銷,8,8,8,0.0281,0.6349
expression,詞句,8,8,8,0.0282,0.7826
Nationality Law,國籍法,3,4,3,0.0282,0.7524
quarters,員工宿舍,8,2,2,0.0282,0.6467
force,使用武力,8,8,8,0.0283,0.7403
real,不動產,8,8,8,0.0283,0.7006
controversy,所爭議,8,8,8,0.0283,0.5478
desirable,可取,8,8,8,0.0283,0.7192
develop,發展,8,8,8,0.0283,0.7721
edifice,大廈,4,8,4,0.0283,0.5067
grammatical,文法變體,8,8,8,0.0283,0.7752
surveyor,測量師,8,8,8,0.0283,0.6701
reorganization,重整,8,8,8,0.0283,0.7528
status quo,原狀,4,8,4,0.0284,0.6489
chemical,化學品液貨船,8,8,8,0.0284,0.6493
co-option,增選,7,8,7,0.0284,0.6929
declared,申報選舉開支,8,8,8,0.0284,0.5003
island,離島,8,5,5,0.0284,0.7068
conclusion,結案,8,2,2,0.0285,0.5221
true,真實,8,8,8,0.0285,0.7663
wholly owned,全資擁有,8,8,8,0.0285,0.6584
novel,問題屬全新的或懸而未決,8,3,3,0.0285,0.3522
